_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-6,C0206180,M1,1,0,DisGeNET,35,Ki-1+ Anaplastic Large Cell Lymphoma,,-6,5.9,7.1,30284,300,205,12,5.9,1.6,355|595|604|1025|1191|3727|7528|8737|8829|9260|10970|51573,FAS|CCND1|BCL6|CDK9|CLU|JUND|YY1|RIPK1|NRP1|PDLIM7|CKAP4|GDE1,-3,0
1,-5.9,C0007786,M1,1,0,DisGeNET,35,Brain Ischemia,,-5.9,5.4,6.9,30284,358,205,13,6.3,1.7,355|718|1191|2908|4671|5566|5740|6347|6781|7099|8743|9510|9590,FAS|C3|CLU|NR3C1|NAIP|PRKACA|PTGIS|CCL2|STC1|TLR4|TNFSF10|ADAMTS1|AKAP12,-3,0
1,-5.9,C0149940,M1,1,0,DisGeNET,35,Sciatic Neuropathy,,-5.9,10,8.2,30284,115,205,8,3.9,1.4,355|718|1627|3764|6347|7099|9590|10060,FAS|C3|DBN1|KCNJ8|CCL2|TLR4|AKAP12|ABCC9,-3,0
1,-5.8,C1449563,M1,1,0,DisGeNET,35,"Cardiomyopathy, Familial Idiopathic",,-5.8,3.6,6.1,30284,772,205,19,9.3,2,355|595|604|1191|1289|1822|3077|3764|6347|7099|7408|7528|7791|10060|23524|51141|79804|126393|283131,FAS|CCND1|BCL6|CLU|COL5A1|ATN1|HFE|KCNJ8|CCL2|TLR4|VASP|YY1|ZYX|ABCC9|SRRM2|INSIG2|HAND2-AS1|HSPB6|NEAT1,-2.9,0
1,-5.7,C1846545,M1,1,0,DisGeNET,35,Autoimmune Lymphoproliferative Syndrome Type 2B,,-5.7,42,13,30284,14,205,4,2,0.97,355|1289|7099|8737,FAS|COL5A1|TLR4|RIPK1,-2.8,0
1,-5.7,C0278488,M1,1,0,DisGeNET,35,Carcinoma breast stage IV,,-5.7,4.1,6.2,30284,573,205,16,7.8,1.9,444|595|1025|1822|2908|4017|6347|7099|7150|7528|8743|8829|9510|10381|51816|90993,ASPH|CCND1|CDK9|ATN1|NR3C1|LOXL2|CCL2|TLR4|TOP1|YY1|TNFSF10|NRP1|ADAMTS1|TUBB3|ADA2|CREB3L1,-2.8,0
1,-5.6,C1332182,M1,1,0,DisGeNET,35,Adult Anaplastic Large Cell Lymphoma,,-5.6,9.2,7.7,30284,128,205,8,3.9,1.4,355|595|1191|3727|7528|8829|9260|10970,FAS|CCND1|CLU|JUND|YY1|NRP1|PDLIM7|CKAP4,-2.7,0
1,-5.5,C1332942,M1,1,0,DisGeNET,35,Childhood Anaplastic Large Cell Lymphoma,,-5.5,9.1,7.6,30284,130,205,8,3.9,1.4,355|595|1191|3727|7528|8829|9260|10970,FAS|CCND1|CLU|JUND|YY1|NRP1|PDLIM7|CKAP4,-2.6,0
1,-5.5,C4521042,M1,1,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-5.5,3.8,6,30284,668,205,17,8.3,1.9,595|604|1191|1627|1822|3275|3329|4139|4671|5142|6347|6418|7099|10381|10970|81609|130872,CCND1|BCL6|CLU|DBN1|ATN1|PRMT2|HSPD1|MARK1|NAIP|PDE4B|CCL2|SET|TLR4|TUBB3|CKAP4|SNX27|AHSA2P,-2.6,0
1,-5.4,C4721414,M1,1,0,DisGeNET,35,Mantle cell lymphoma,,-5.4,4.4,6.2,30284,465,205,14,6.8,1.8,355|595|604|1025|1822|3429|7099|8737|8743|10381|10426|10892|23451|51573,FAS|CCND1|BCL6|CDK9|ATN1|IFI27|TLR4|RIPK1|TNFSF10|TUBB3|TUBGCP3|MALT1|SF3B1|GDE1,-2.6,0
1,-5.3,C0015672,M1,1,0,DisGeNET,35,Fatigue,,-5.3,3.5,5.8,30284,758,205,18,8.8,2,128|355|595|604|718|1289|2908|3077|3429|4926|5566|6347|6442|6723|7099|10892|51816|84271,ADH5|FAS|CCND1|BCL6|C3|COL5A1|NR3C1|HFE|IFI27|NUMA1|PRKACA|CCL2|SGCA|SRM|TLR4|MALT1|ADA2|POLDIP3,-2.5,0
1,-5.3,C0175754,M1,1,0,DisGeNET,35,Agenesis of corpus callosum,,-5.3,3.8,5.9,30284,615,205,16,7.8,1.9,18|595|2908|3329|3429|3727|4281|4926|5566|5754|5831|6654|7099|10381|22930|23530,ABAT|CCND1|NR3C1|HSPD1|IFI27|JUND|MID1|NUMA1|PRKACA|PTK7|PYCR1|SOS1|TLR4|TUBB3|RAB3GAP1|NNT,-2.5,0
1,-5.3,C0242966,M1,1,0,DisGeNET,35,Systemic Inflammatory Response Syndrome,,-5.3,7.2,7,30284,185,205,9,4.4,1.4,1025|1822|2280|2908|6347|7099|8737|8829|51573,CDK9|ATN1|FKBP1A|NR3C1|CCL2|TLR4|RIPK1|NRP1|GDE1,-2.5,0
1,-5.2,C0036220,M1,1,0,DisGeNET,35,Kaposi Sarcoma,,-5.2,4.2,6,30284,488,205,14,6.8,1.8,595|604|1822|2908|3429|5154|7099|8743|9260|9510|10892|23524|51573|51816,CCND1|BCL6|ATN1|NR3C1|IFI27|PDGFA|TLR4|TNFSF10|PDLIM7|ADAMTS1|MALT1|SRRM2|GDE1|ADA2,-2.4,0
1,-4.9,C0220641,M1,1,0,DisGeNET,35,Lip and Oral Cavity Carcinoma,,-4.9,3.4,5.5,30284,734,205,17,8.3,1.9,355|595|901|1112|3329|3429|4017|5179|6257|6347|8125|8743|8829|10892|10970|23383|51573,FAS|CCND1|CCNG2|FOXN3|HSPD1|IFI27|LOXL2|PENK|RXRB|CCL2|ANP32A|TNFSF10|NRP1|MALT1|CKAP4|MAU2|GDE1,-2.2,0
1,-4.9,C0149521,M1,1,0,DisGeNET,35,"Pancreatitis, Chronic",,-4.9,4.7,5.9,30284,379,205,12,5.9,1.6,128|355|595|629|1191|1822|3077|3429|6347|8743|23530|51573,ADH5|FAS|CCND1|CFB|CLU|ATN1|HFE|IFI27|CCL2|TNFSF10|NNT|GDE1,-2.2,0
1,-4.9,C0085762,M1,1,0,DisGeNET,35,Alcohol abuse,,-4.9,7.6,6.8,30284,156,205,8,3.9,1.4,128|595|2908|3077|5142|5179|6611|7099,ADH5|CCND1|NR3C1|HFE|PDE4B|PENK|SMS|TLR4,-2.2,0
1,-4.9,C0018081,M1,1,0,DisGeNET,35,Gonorrhea,,-4.9,5.7,6.2,30284,261,205,10,4.9,1.5,595|604|1191|1822|2908|7004|7099|8450|10892|10970,CCND1|BCL6|CLU|ATN1|NR3C1|TEAD4|TLR4|CUL4B|MALT1|CKAP4,-2.2,0
1,-4.9,C0027726,M1,1,0,DisGeNET,35,Nephrotic Syndrome,,-4.9,4.6,5.9,30284,384,205,12,5.9,1.6,396|595|718|1191|2908|3990|5334|6347|7099|8195|64421|84823,ARHGDIA|CCND1|C3|CLU|NR3C1|LIPC|PLCL1|CCL2|TLR4|MKKS|DCLRE1C|LMNB2,-2.2,0
1,-4.9,C0242647,M1,1,0,DisGeNET,35,Mucosa-Associated Lymphoid Tissue Lymphoma,,-4.9,5.6,6.2,30284,264,205,10,4.9,1.5,355|595|604|3329|3429|4671|7099|8743|9260|10892,FAS|CCND1|BCL6|HSPD1|IFI27|NAIP|TLR4|TNFSF10|PDLIM7|MALT1,-2.2,0
1,-4.8,C0027947,M1,1,0,DisGeNET,35,Neutropenia,,-4.8,4.6,5.8,30284,388,205,12,5.9,1.6,718|4926|5142|6347|7099|7150|8743|8943|23451|25842|51816|63940,C3|NUMA1|PDE4B|CCL2|TLR4|TOP1|TNFSF10|AP3D1|SF3B1|ASF1A|ADA2|GPSM3,-2.2,0
1,-4.8,C0017661,M1,1,0,DisGeNET,35,IGA Glomerulonephritis,,-4.8,4.2,5.7,30284,456,205,13,6.3,1.7,355|595|718|1191|2801|2908|3429|3703|5154|6347|7099|7150|51573,FAS|CCND1|C3|CLU|GOLGA2|NR3C1|IFI27|STT3A|PDGFA|CCL2|TLR4|TOP1|GDE1,-2.2,0
1,-4.8,C0241240,M1,1,0,DisGeNET,35,Tall stature,,-4.8,11,7.5,30284,79,205,6,2.9,1.2,18|595|6611|7531|10060|23530,ABAT|CCND1|SMS|YWHAE|ABCC9|NNT,-2.2,0
1,-4.8,C0741237,M1,1,0,DisGeNET,35,arthritis symptoms,,-4.8,55,13,30284,8,205,3,1.5,0.84,3077|6347|25842,HFE|CCL2|ASF1A,-2.2,0
1,-4.8,C1851400,M1,1,0,DisGeNET,35,Facial Hypertrichosis,,-4.8,55,13,30284,8,205,3,1.5,0.84,1200|3077|22930,TPP1|HFE|RAB3GAP1,-2.2,0
1,-4.8,C0153381,M1,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-4.8,3.3,5.3,30284,756,205,17,8.3,1.9,355|595|901|1112|3329|3429|3727|4017|5179|6257|6347|8125|8743|8829|10970|23383|51573,FAS|CCND1|CCNG2|FOXN3|HSPD1|IFI27|JUND|LOXL2|PENK|RXRB|CCL2|ANP32A|TNFSF10|NRP1|CKAP4|MAU2|GDE1,-2.2,0
1,-4.7,C0349532,M1,1,0,DisGeNET,35,Gastric lymphoma,,-4.7,25,9.6,30284,24,205,4,2,0.97,355|604|7099|10892,FAS|BCL6|TLR4|MALT1,-2.1,0
1,-4.7,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-4.7,3.3,5.3,30284,766,205,17,8.3,1.9,355|595|718|1025|1822|3077|3329|5782|6347|6533|7099|8895|9590|9780|10060|51573|283131,FAS|CCND1|C3|CDK9|ATN1|HFE|HSPD1|PTPN12|CCL2|SLC6A6|TLR4|CPNE3|AKAP12|PIEZO1|ABCC9|GDE1|NEAT1,-2.1,0
1,-4.7,C0585362,M1,1,0,DisGeNET,35,Squamous cell carcinoma of mouth,,-4.7,8.4,6.8,30284,123,205,7,3.4,1.3,355|595|4811|6347|8743|10970|23383,FAS|CCND1|NID1|CCL2|TNFSF10|CKAP4|MAU2,-2.1,0
1,-4.7,C0004623,M1,1,0,DisGeNET,35,Bacterial Infections,,-4.7,3.6,5.4,30284,616,205,15,7.3,1.8,718|1025|1191|1362|1822|3329|4671|6347|6418|7099|8737|9780|10892|23524|51573,C3|CDK9|CLU|CPD|ATN1|HSPD1|NAIP|CCL2|SET|TLR4|RIPK1|PIEZO1|MALT1|SRRM2|GDE1,-2.1,0
1,-4.7,C0853879,M1,1,0,DisGeNET,35,Invasive carcinoma of breast,,-4.7,4.1,5.5,30284,472,205,13,6.3,1.7,355|493|595|604|2051|2280|3429|5782|7099|8743|10970|64771|81609,FAS|ATP2B4|CCND1|BCL6|EPHB6|FKBP1A|IFI27|PTPN12|TLR4|TNFSF10|CKAP4|ILRUN|SNX27,-2.1,0
1,-4.6,C0262431,M1,1,0,DisGeNET,35,Compression fracture of vertebral column,,-4.6,24,9.3,30284,25,205,4,2,0.97,595|5831|60681|90993,CCND1|PYCR1|FKBP10|CREB3L1,-2.1,0
1,-4.6,C0086437,M1,1,0,DisGeNET,35,Joint laxity,,-4.6,5.9,6.1,30284,224,205,9,4.4,1.4,1289|1822|5831|6418|7528|8450|10381|60681|90993,COL5A1|ATN1|PYCR1|SET|YY1|CUL4B|TUBB3|FKBP10|CREB3L1,-2.1,0
1,-4.6,C0024301,M1,1,0,DisGeNET,35,"Lymphoma, Follicular",,-4.6,4,5.5,30284,477,205,13,6.3,1.7,355|595|604|3429|4671|6257|6347|6418|8743|10892|10970|51573|64065,FAS|CCND1|BCL6|IFI27|NAIP|RXRB|CCL2|SET|TNFSF10|MALT1|CKAP4|GDE1|PERP,-2.1,0
1,-4.6,C0032227,M1,1,0,DisGeNET,35,Pleural effusion disorder,,-4.6,5.9,6.1,30284,227,205,9,4.4,1.4,355|595|604|2908|3077|6347|7099|8195|9780,FAS|CCND1|BCL6|NR3C1|HFE|CCL2|TLR4|MKKS|PIEZO1,-2,0
1,-4.6,C0494261,M1,1,0,DisGeNET,35,Combined immunodeficiency,,-4.6,10,7.1,30284,86,205,6,2.9,1.2,204|1822|8737|10892|51816|64421,AK2|ATN1|RIPK1|MALT1|ADA2|DCLRE1C,-2,0
1,-4.5,C0202117,M1,1,0,DisGeNET,35,Low density lipoprotein cholesterol measurement,,-4.5,4,5.4,30284,483,205,13,6.3,1.7,355|3077|3990|5142|5962|7150|8737|10444|22930|23383|51141|64771|90993,FAS|HFE|LIPC|PDE4B|RDX|TOP1|RIPK1|ZER1|RAB3GAP1|MAU2|INSIG2|ILRUN|CREB3L1,-2,0
1,-4.5,C0040128,M1,1,0,DisGeNET,35,Thyroid Diseases,,-4.5,5.8,6,30284,230,205,9,4.4,1.4,3077|3693|3727|6257|6347|6643|7099|8743|51454,HFE|ITGB5|JUND|RXRB|CCL2|SNX2|TLR4|TNFSF10|GULP1,-2,0
1,-4.5,C0025286,M1,1,0,DisGeNET,35,Meningioma,,-4.5,3.5,5.2,30284,634,205,15,7.3,1.8,355|595|604|1289|2908|3077|5154|5962|6347|6418|7099|7528|9590|9780|23524,FAS|CCND1|BCL6|COL5A1|NR3C1|HFE|PDGFA|RDX|CCL2|SET|TLR4|YY1|AKAP12|PIEZO1|SRRM2,-2,0
1,-4.5,C0034067,M1,1,0,DisGeNET,35,Pulmonary Emphysema,,-4.5,4.6,5.6,30284,352,205,11,5.4,1.6,355|718|1200|3727|4017|5154|6347|6611|7099|8743|51454,FAS|C3|TPP1|JUND|LOXL2|PDGFA|CCL2|SMS|TLR4|TNFSF10|GULP1,-2,0
1,-4.5,C0205682,M1,1,0,DisGeNET,35,Waist-Hip Ratio,,-4.5,3.7,5.3,30284,565,205,14,6.8,1.8,595|1289|4811|5534|5754|7150|8829|8943|29855|51099|53838|64771|79901|222255,CCND1|COL5A1|NID1|PPP3R1|PTK7|TOP1|NRP1|AP3D1|UBN1|ABHD5|C11orf24|ILRUN|CYBRD1|ATXN7L1,-2,0
1,-4.4,C1961099,M1,1,0,DisGeNET,35,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,-4.4,3.4,5.2,30284,644,205,15,7.3,1.8,355|595|604|718|1822|2051|2119|2908|3727|5754|6418|6654|7528|8743|10892,FAS|CCND1|BCL6|C3|ATN1|EPHB6|ETV5|NR3C1|JUND|PTK7|SET|SOS1|YY1|TNFSF10|MALT1,-1.9,0
1,-4.3,C0001175,M1,1,0,DisGeNET,35,Acquired Immunodeficiency Syndrome,,-4.3,5.5,5.8,30284,243,205,9,4.4,1.4,355|604|718|2908|3329|6347|7099|8743|9260,FAS|BCL6|C3|NR3C1|HSPD1|CCL2|TLR4|TNFSF10|PDLIM7,-1.9,0
1,-4.3,C0424605,M1,1,0,DisGeNET,35,Developmental delay (disorder),,-4.3,3.5,5.1,30284,584,205,14,6.8,1.8,18|1822|2201|2801|3703|4281|6347|6611|7531|8450|8737|10381|10970|81609,ABAT|ATN1|FBN2|GOLGA2|STT3A|MID1|CCL2|SMS|YWHAE|CUL4B|RIPK1|TUBB3|CKAP4|SNX27,-1.8,0
1,-4.3,C4529962,M1,1,0,DisGeNET,35,Fatty Liver Disease,,-4.3,3.2,5,30284,741,205,16,7.8,1.9,355|718|1025|1191|1822|2908|3077|4017|5962|6347|7099|8737|8743|10390|29780|51573,FAS|C3|CDK9|CLU|ATN1|NR3C1|HFE|LOXL2|RDX|CCL2|TLR4|RIPK1|TNFSF10|CEPT1|PARVB|GDE1,-1.8,0
1,-4.3,C1378703,M1,1,0,DisGeNET,35,Renal carcinoma,,-4.3,3.3,5,30284,665,205,15,7.3,1.8,595|901|2280|3329|3429|3727|4017|5154|5831|6347|6418|8737|8743|51573|219699,CCND1|CCNG2|FKBP1A|HSPD1|IFI27|JUND|LOXL2|PDGFA|PYCR1|CCL2|SET|RIPK1|TNFSF10|GDE1|UNC5B,-1.8,0
1,-4.3,C0220633,M1,1,0,DisGeNET,35,Uveal melanoma,,-4.3,4.3,5.4,30284,375,205,11,5.4,1.6,595|1025|1822|6347|6611|6654|8743|10970|23451|51816|64065,CCND1|CDK9|ATN1|CCL2|SMS|SOS1|TNFSF10|CKAP4|SF3B1|ADA2|PERP,-1.8,0
1,-4.2,C0008626,M1,1,0,DisGeNET,35,Congenital chromosomal disease,,-4.2,3.1,4.9,30284,756,205,16,7.8,1.9,595|604|1112|2201|5566|6418|6654|6781|7528|7531|8195|9260|9780|10892|11135|23451,CCND1|BCL6|FOXN3|FBN2|PRKACA|SET|SOS1|STC1|YY1|YWHAE|MKKS|PDLIM7|PIEZO1|MALT1|CDC42EP1|SF3B1,-1.8,0
1,-4.2,C0035435,M1,1,0,DisGeNET,35,Rheumatism,,-4.2,6,5.8,30284,197,205,8,3.9,1.4,355|718|2908|3077|3964|7099|8829|9260,FAS|C3|NR3C1|HFE|LGALS8|TLR4|NRP1|PDLIM7,-1.8,0
1,-4.2,C0027121,M1,1,0,DisGeNET,35,Myositis,,-4.2,5.2,5.6,30284,254,205,9,4.4,1.4,355|718|825|1822|2908|3329|6347|7099|8743,FAS|C3|CAPN3|ATN1|NR3C1|HSPD1|CCL2|TLR4|TNFSF10,-1.8,0
1,-4.2,C0206624,M1,1,0,DisGeNET,35,Hepatoblastoma,,-4.2,3.9,5.2,30284,451,205,12,5.9,1.6,355|595|718|825|3429|6533|7004|7099|7150|7528|23451|283131,FAS|CCND1|C3|CAPN3|IFI27|SLC6A6|TEAD4|TLR4|TOP1|YY1|SF3B1|NEAT1,-1.8,0
1,-4.2,C3887654,M1,1,0,DisGeNET,35,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET",,-4.2,12,7,30284,63,205,5,2.4,1.1,604|3275|3329|23451|51816,BCL6|PRMT2|HSPD1|SF3B1|ADA2,-1.7,0
1,-4.2,C0008479,M1,1,0,DisGeNET,35,Chondrosarcoma,,-4.2,4.2,5.3,30284,385,205,11,5.4,1.6,92|595|1191|2119|4281|5154|8737|8743|10381|10970|51573,ACVR2A|CCND1|CLU|ETV5|MID1|PDGFA|RIPK1|TNFSF10|TUBB3|CKAP4|GDE1,-1.7,0
1,-4.1,C0233397,M1,1,0,DisGeNET,35,Psychological symptom,,-4.1,18,8,30284,33,205,4,2,0.97,2908|6442|7531|23451,NR3C1|SGCA|YWHAE|SF3B1,-1.7,0
1,-4.1,C3714753,M1,1,0,DisGeNET,35,"RETINOSCHISIS 1, X-LINKED, JUVENILE",,-4.1,18,8,30284,33,205,4,2,0.97,595|7099|7531|23451,CCND1|TLR4|YWHAE|SF3B1,-1.7,0
1,-4.1,C0028840,M1,1,0,DisGeNET,35,Ocular Hypertension,,-4.1,8.6,6.4,30284,103,205,6,2.9,1.2,355|595|718|2908|7099|23451,FAS|CCND1|C3|NR3C1|TLR4|SF3B1,-1.7,0
1,-4.1,C0553723,M1,1,0,DisGeNET,35,Squamous cell carcinoma of skin,,-4.1,3.9,5.1,30284,458,205,12,5.9,1.6,355|595|629|718|1025|2908|3429|3703|7099|10970|23451|54463,FAS|CCND1|CFB|C3|CDK9|NR3C1|IFI27|STT3A|TLR4|CKAP4|SF3B1|RETREG1,-1.7,0
1,-4.1,C0349566,M1,1,0,DisGeNET,35,Squamous cell carcinoma of tongue,,-4.1,3.8,5.1,30284,462,205,12,5.9,1.6,595|1289|2771|3429|3693|4017|5962|8829|10970|23383|23524|29780,CCND1|COL5A1|GNAI2|IFI27|ITGB5|LOXL2|RDX|NRP1|CKAP4|MAU2|SRRM2|PARVB,-1.7,0
1,-4.1,C0282160,M1,1,0,DisGeNET,35,Aplasia Cutis Congenita,,-4.1,4.1,5.2,30284,392,205,11,5.4,1.6,595|2908|3329|3429|3727|4926|5566|5754|6654|7099|23530,CCND1|NR3C1|HSPD1|IFI27|JUND|NUMA1|PRKACA|PTK7|SOS1|TLR4|NNT,-1.7,0
1,-4,C4551686,M1,1,0,DisGeNET,35,Malignant neoplasm of soft tissue,,-4,3.2,4.8,30284,699,205,15,7.3,1.8,355|595|1025|1191|1822|2119|3429|5154|6347|7531|8743|10381|10970|51573|64421,FAS|CCND1|CDK9|CLU|ATN1|ETV5|IFI27|PDGFA|CCL2|YWHAE|TNFSF10|TUBB3|CKAP4|GDE1|DCLRE1C,-1.7,0
1,-4,C0376618,M1,1,0,DisGeNET,35,Endotoxemia,,-4,4.1,5.1,30284,401,205,11,5.4,1.6,355|2908|3329|3429|3727|5142|6347|7099|7150|8737|9510,FAS|NR3C1|HSPD1|IFI27|JUND|PDE4B|CCL2|TLR4|TOP1|RIPK1|ADAMTS1,-1.6,0
1,-4,C0677607,M1,1,0,DisGeNET,35,Hashimoto Disease,,-4,4.4,5.2,30284,335,205,10,4.9,1.5,355|595|604|718|1822|6654|7099|8743|9260|64421,FAS|CCND1|BCL6|C3|ATN1|SOS1|TLR4|TNFSF10|PDLIM7|DCLRE1C,-1.6,0
1,-4,C0026896,M1,1,0,DisGeNET,35,Myasthenia Gravis,,-4,4.4,5.2,30284,336,205,10,4.9,1.5,355|629|1822|3727|3964|6442|7099|8743|9260|63940,FAS|CFB|ATN1|JUND|LGALS8|SGCA|TLR4|TNFSF10|PDLIM7|GPSM3,-1.6,0
1,-4,C1292769,M1,1,0,DisGeNET,35,Precursor B-cell lymphoblastic leukemia,,-4,3.7,4.9,30284,478,205,12,5.9,1.6,604|718|1822|2908|5878|6418|6643|7099|7528|8829|10970|64421,BCL6|C3|ATN1|NR3C1|RAB5C|SET|SNX2|TLR4|YY1|NRP1|CKAP4|DCLRE1C,-1.6,0
1,-3.9,C4048329,M1,1,0,DisGeNET,35,Immunosuppression,,-3.9,3.3,4.8,30284,632,205,14,6.8,1.8,355|595|604|2201|2908|3329|6347|6442|7099|7531|8743|8829|9260|23451,FAS|CCND1|BCL6|FBN2|NR3C1|HSPD1|CCL2|SGCA|TLR4|YWHAE|TNFSF10|NRP1|PDLIM7|SF3B1,-1.6,0
1,-3.9,C0031036,M1,1,0,DisGeNET,35,Polyarteritis Nodosa,,-3.9,11,6.6,30284,70,205,5,2.4,1.1,604|3275|3329|23451|51816,BCL6|PRMT2|HSPD1|SF3B1|ADA2,-1.6,0
1,-3.9,C0038354,M1,1,0,DisGeNET,35,Stomach Diseases,,-3.9,11,6.6,30284,70,205,5,2.4,1.1,2280|2908|7099|7408|60681,FKBP1A|NR3C1|TLR4|VASP|FKBP10,-1.6,0
1,-3.9,C0920350,M1,1,0,DisGeNET,35,Autoimmune thyroiditis,,-3.9,6.4,5.7,30284,161,205,7,3.4,1.3,355|629|718|1822|6347|8743|9260,FAS|CFB|C3|ATN1|CCL2|TNFSF10|PDLIM7,-1.6,0
1,-3.9,C0158266,M1,1,0,DisGeNET,35,Intervertebral Disc Degeneration,,-3.9,4.3,5.1,30284,342,205,10,4.9,1.5,355|1025|3727|7099|8737|8743|9260|9510|9780|283131,FAS|CDK9|JUND|TLR4|RIPK1|TNFSF10|PDLIM7|ADAMTS1|PIEZO1|NEAT1,-1.6,0
