_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.3,M572,M1,1,0,Transcription Factor Targets,16,TGCCAAR NF1 Q6,,-3.3,2.8,4.2,30284,727,205,14,6.8,1.8,604|1112|2119|5566|5754|5878|8125|8971|10970|27236|51099|64771|83442|151050,BCL6|FOXN3|ETV5|PRKACA|PTK7|RAB5C|ANP32A|H1-10|CKAP4|ARFIP1|ABHD5|ILRUN|SH3BGRL3|KANSL1L,-1.2,0
1,-3.3,M6331,M1,1,0,Transcription Factor Targets,16,TTF1 Q6,,-3.3,4.4,4.6,30284,268,205,8,3.9,1.4,901|1112|1822|2005|4134|5754|8986|22839,CCNG2|FOXN3|ATN1|ELK4|MAP4|PTK7|RPS6KA4|DLGAP4,-1.2,0
1,-3.2,M7806,M1,1,0,Transcription Factor Targets,16,HSF Q6,,-3.2,4.9,4.7,30284,209,205,7,3.4,1.3,604|3329|3964|4281|6781|10204|79895,BCL6|HSPD1|LGALS8|MID1|STC1|NUTF2|ATP8B4,-1.1,0
1,-3.2,M19101,M1,1,0,Transcription Factor Targets,16,MMEF2 Q6,,-3.2,4.3,4.5,30284,274,205,8,3.9,1.4,92|444|604|5179|22839|51141|83442|222255,ACVR2A|ASPH|BCL6|PENK|DLGAP4|INSIG2|SH3BGRL3|ATXN7L1,-1.1,0
1,-3.2,M16482,M1,1,0,Transcription Factor Targets,16,TTCNRGNNNNTTC HSF Q6,,-3.2,5.7,4.9,30284,155,205,6,2.9,1.2,3329|7531|10204|10390|22824|130872,HSPD1|YWHAE|NUTF2|CEPT1|HSPA4L|AHSA2P,-1.1,0
1,-3.1,M11610,M1,1,0,Transcription Factor Targets,16,USF C,,-3.1,4.2,4.4,30284,284,205,8,3.9,1.4,604|2710|6257|6418|9204|9590|23142|51735,BCL6|GK|RXRB|SET|ZMYM6|AKAP12|DCUN1D4|RAPGEF6,-1.1,0
1,-3.1,M14521,M1,1,0,Transcription Factor Targets,16,GATA2 01,,-3.1,7,5.1,30284,105,205,5,2.4,1.1,5754|7408|7531|8572|10250,PTK7|VASP|YWHAE|PDLIM4|SRRM1,-1.1,0
1,-3.1,M17378,M1,1,0,Transcription Factor Targets,16,AHR Q5,,-3.1,4.7,4.5,30284,221,205,7,3.4,1.3,444|2908|6418|8125|23244|51322|151050,ASPH|NR3C1|SET|ANP32A|PDS5A|WAC|KANSL1L,-1.1,0
1,-3.1,M15616,M1,1,0,Transcription Factor Targets,16,RGAGGAARY PU1 Q6,,-3.1,3.2,4.1,30284,515,205,11,5.4,1.6,825|5754|5878|6611|7099|7408|8125|8829|10250|11100|124801,CAPN3|PTK7|RAB5C|SMS|TLR4|VASP|ANP32A|NRP1|SRRM1|HNRNPUL1|LSM12,-1,0
1,-3.1,M18078,M1,1,0,Transcription Factor Targets,16,E4BP4 01,,-3.1,4.6,4.5,30284,223,205,7,3.4,1.3,2029|2119|3329|4134|10390|23039|26145,ENSA|ETV5|HSPD1|MAP4|CEPT1|XPO7|IRF2BP1,-1,0
1,-3,M40742,M1,1,0,Transcription Factor Targets,16,GTF2A2 TARGET GENES,,-3,3.1,4,30284,521,205,11,5.4,1.6,204|901|3727|8737|8971|9780|10381|11067|23383|84271|283131,AK2|CCNG2|JUND|RIPK1|H1-10|PIEZO1|TUBB3|DEPP1|MAU2|POLDIP3|NEAT1,-1,0
1,-3,M18169,M1,1,0,Transcription Factor Targets,16,YATGNWAAT OCT C,,-3,3.6,4.2,30284,367,205,9,4.4,1.4,595|3727|4281|6442|7150|22839|64748|151050|222255,CCND1|JUND|MID1|SGCA|TOP1|DLGAP4|PLPPR2|KANSL1L|ATXN7L1,-1,0
1,-3,M10166,M1,1,0,Transcription Factor Targets,16,MYAATNNNNNNNGGC UNKNOWN,,-3,6.6,4.9,30284,112,205,5,2.4,1.1,2119|5566|5754|8125|10204,ETV5|PRKACA|PTK7|ANP32A|NUTF2,-0.99,0
1,-2.9,M12298,M1,1,0,Transcription Factor Targets,16,CEBP Q2,,-2.9,4.3,4.3,30284,238,205,7,3.4,1.3,1112|1191|4134|5740|5782|6781|81609,FOXN3|CLU|MAP4|PTGIS|PTPN12|STC1|SNX27,-0.95,0
1,-2.9,M5155,M1,1,0,Transcription Factor Targets,16,TEL2 Q6,,-2.9,4.3,4.2,30284,240,205,7,3.4,1.3,1112|2005|4139|5566|6347|53827|64421,FOXN3|ELK4|MARK1|PRKACA|CCL2|FXYD5|DCLRE1C,-0.94,0
1,-2.9,M14002,M1,1,0,Transcription Factor Targets,16,HTF 01,,-2.9,8.3,5.1,30284,71,205,4,2,0.97,595|3703|8729|90993,CCND1|STT3A|GBF1|CREB3L1,-0.92,0
1,-2.9,M30176,M1,1,0,Transcription Factor Targets,16,SOX3 TARGET GENES,,-2.9,3,3.8,30284,550,205,11,5.4,1.6,1762|4281|5142|5534|6533|8195|8943|10060|51454|79895|151050,DMWD|MID1|PDE4B|PPP3R1|SLC6A6|MKKS|AP3D1|ABCC9|GULP1|ATP8B4|KANSL1L,-0.92,0
1,-2.8,M4774,M1,1,0,Transcription Factor Targets,16,FOXO1 02,,-2.8,4.2,4.1,30284,249,205,7,3.4,1.3,1112|2119|5154|8675|10955|23039|54477,FOXN3|ETV5|PDGFA|STX16|SERINC3|XPO7|PLEKHA5,-0.88,0
1,-2.8,M18894,M1,1,0,Transcription Factor Targets,16,TCANNTGAY SREBP1 01,,-2.8,3.1,3.8,30284,479,205,10,4.9,1.5,825|1200|3703|4281|6643|7099|8943|9590|51735|90993,CAPN3|TPP1|STT3A|MID1|SNX2|TLR4|AP3D1|AKAP12|RAPGEF6|CREB3L1,-0.88,0
1,-2.8,M19851,M1,1,0,Transcription Factor Targets,16,FOXO3 01,,-2.8,4.1,4.1,30284,251,205,7,3.4,1.3,1200|2119|6257|10955|27236|54463|54477,TPP1|ETV5|RXRB|SERINC3|ARFIP1|RETREG1|PLEKHA5,-0.88,0
1,-2.8,M16396,M1,1,0,Transcription Factor Targets,16,AP2GAMMA 01,,-2.8,4.1,4.1,30284,252,205,7,3.4,1.3,1025|2908|3727|5754|6257|6654|90993,CDK9|NR3C1|JUND|PTK7|RXRB|SOS1|CREB3L1,-0.88,0
1,-2.7,M17342,M1,1,0,Transcription Factor Targets,16,YGCGYRCGC UNKNOWN,,-2.7,3.6,3.9,30284,326,205,8,3.9,1.4,2801|5179|7531|8125|8971|22839|51322|151050,GOLGA2|PENK|YWHAE|ANP32A|H1-10|DLGAP4|WAC|KANSL1L,-0.87,0
1,-2.7,M7622,M1,1,0,Transcription Factor Targets,16,ZIC3 01,,-2.7,4.1,4,30284,255,205,7,3.4,1.3,493|5754|8125|8675|9510|10444|22839,ATP2B4|PTK7|ANP32A|STX16|ADAMTS1|ZER1|DLGAP4,-0.86,0
1,-2.7,M29900,M1,1,0,Transcription Factor Targets,16,BANP TARGET GENES,,-2.7,2.6,3.6,30284,748,205,13,6.3,1.7,444|1822|2119|5878|6257|8195|8729|23383|51593|51735|80152|84271|126393,ASPH|ATN1|ETV5|RAB5C|RXRB|MKKS|GBF1|MAU2|SRRT|RAPGEF6|CENPT|POLDIP3|HSPB6,-0.86,0
1,-2.7,M14862,M1,1,0,Transcription Factor Targets,16,P300 01,,-2.7,4,4,30284,256,205,7,3.4,1.3,2029|3727|7855|8935|9590|10612|54463,ENSA|JUND|FZD5|SKAP2|AKAP12|TRIM3|RETREG1,-0.86,0
1,-2.7,M3150,M1,1,0,Transcription Factor Targets,16,TATA 01,,-2.7,4,4,30284,256,205,7,3.4,1.3,4281|6781|8743|9260|9510|23530|222255,MID1|STC1|TNFSF10|PDLIM7|ADAMTS1|NNT|ATXN7L1,-0.86,0
1,-2.7,M1903,M1,1,0,Transcription Factor Targets,16,SMAD Q6,,-2.7,4,4,30284,258,205,7,3.4,1.3,493|1112|5878|8829|9702|10250|11100,ATP2B4|FOXN3|RAB5C|NRP1|CEP57|SRRM1|HNRNPUL1,-0.85,0
1,-2.7,M6490,M1,1,0,Transcription Factor Targets,16,IPF1 Q4,,-2.7,4,4,30284,258,205,7,3.4,1.3,595|604|1112|1200|2051|5878|8829,CCND1|BCL6|FOXN3|TPP1|EPHB6|RAB5C|NRP1,-0.85,0
1,-2.7,M7355,M1,1,0,Transcription Factor Targets,16,HLF 01,,-2.7,4,4,30284,259,205,7,3.4,1.3,604|2029|4134|7150|22824|23039|26145,BCL6|ENSA|MAP4|TOP1|HSPA4L|XPO7|IRF2BP1,-0.85,0
1,-2.7,M15719,M1,1,0,Transcription Factor Targets,16,YYCATTCAWW UNKNOWN,,-2.7,4.6,4.2,30284,192,205,6,2.9,1.2,92|595|2119|4641|5142|5878,ACVR2A|CCND1|ETV5|MYO1C|PDE4B|RAB5C,-0.85,0
1,-2.7,M4644,M1,1,0,Transcription Factor Targets,16,DR1 Q3,,-2.7,3.9,3.9,30284,264,205,7,3.4,1.3,1822|3329|6525|8729|9260|10970|51735,ATN1|HSPD1|SMTN|GBF1|PDLIM7|CKAP4|RAPGEF6,-0.82,0
1,-2.6,M402,M1,1,0,Transcription Factor Targets,16,TTCYRGAA UNKNOWN,,-2.6,3.5,3.8,30284,340,205,8,3.9,1.4,604|1191|3329|3964|7150|8943|9510|10390,BCL6|CLU|HSPD1|LGALS8|TOP1|AP3D1|ADAMTS1|CEPT1,-0.81,0
1,-2.6,M17925,M1,1,0,Transcription Factor Targets,16,MGGAAGTG GABP B,,-2.6,2.5,3.5,30284,771,205,13,6.3,1.7,2005|2119|4139|5566|5782|5878|7099|7408|10444|26578|51167|53827|53838,ELK4|ETV5|MARK1|PRKACA|PTPN12|RAB5C|TLR4|VASP|ZER1|OSTF1|CYB5R4|FXYD5|C11orf24,-0.8,0
1,-2.6,M10493,M1,1,0,Transcription Factor Targets,16,PAX4 01,,-2.6,3.9,3.9,30284,268,205,7,3.4,1.3,1025|2119|2710|3727|8971|8986|10612,CDK9|ETV5|GK|JUND|H1-10|RPS6KA4|TRIM3,-0.8,0
1,-2.6,M15623,M1,1,0,Transcription Factor Targets,16,SOX5 01,,-2.6,3.9,3.9,30284,268,205,7,3.4,1.3,92|2051|4139|6781|8829|10955|55192,ACVR2A|EPHB6|MARK1|STC1|NRP1|SERINC3|DNAJC17,-0.8,0
1,-2.6,M1064,M1,1,0,Transcription Factor Targets,16,GGGNRMNNYCAT UNKNOWN,,-2.6,7.1,4.6,30284,83,205,4,2,0.97,18|4281|6611|7528,ABAT|MID1|SMS|YY1,-0.8,0
1,-2.6,M4088,M1,1,0,Transcription Factor Targets,16,TCF1P Q6,,-2.6,3.8,3.8,30284,271,205,7,3.4,1.3,92|1112|10444|11100|51322|53827|79443,ACVR2A|FOXN3|ZER1|HNRNPUL1|WAC|FXYD5|FYCO1,-0.78,0
1,-2.6,M5164,M1,1,0,Transcription Factor Targets,16,MYCMAX B,,-2.6,3.8,3.8,30284,273,205,7,3.4,1.3,92|595|5754|8971|10204|22839|51735,ACVR2A|CCND1|PTK7|H1-10|NUTF2|DLGAP4|RAPGEF6,-0.77,0
1,-2.5,M7937,M1,1,0,Transcription Factor Targets,16,AP1 C,,-2.5,3.7,3.8,30284,276,205,7,3.4,1.3,2119|4134|4139|7408|8986|54477|126393,ETV5|MAP4|MARK1|VASP|RPS6KA4|PLEKHA5|HSPB6,-0.76,0
1,-2.5,M11849,M1,1,0,Transcription Factor Targets,16,SREBP1 02,,-2.5,6.7,4.4,30284,88,205,4,2,0.97,3727|7531|22839|222255,JUND|YWHAE|DLGAP4|ATXN7L1,-0.74,0
1,-2.5,M30111,M1,1,0,Transcription Factor Targets,16,PAX8 TARGET GENES,,-2.5,6.7,4.4,30284,88,205,4,2,0.97,1289|5334|6533|25842,COL5A1|PLCL1|SLC6A6|ASF1A,-0.74,0
1,-2.5,M8509,M1,1,0,Transcription Factor Targets,16,NMYC 01,,-2.5,3.7,3.7,30284,280,205,7,3.4,1.3,3329|6257|7150|9204|23142|60681|151050,HSPD1|RXRB|TOP1|ZMYM6|DCUN1D4|FKBP10|KANSL1L,-0.74,0
1,-2.5,M10416,M1,1,0,Transcription Factor Targets,16,WWTAAGGC UNKNOWN,,-2.5,5.1,4.1,30284,146,205,5,2.4,1.1,1200|2119|7408|9260|84271,TPP1|ETV5|VASP|PDLIM7|POLDIP3,-0.72,0
1,-2.4,M1728,M1,1,0,Transcription Factor Targets,16,TCCCRNNRTGC UNKNOWN,,-2.4,4.1,3.8,30284,216,205,6,2.9,1.2,10204|10426|10970|26145|51573|79443,NUTF2|TUBGCP3|CKAP4|IRF2BP1|GDE1|FYCO1,-0.69,0
1,-2.4,M1830,M1,1,0,Transcription Factor Targets,16,YKACATTT UNKNOWN,,-2.4,3.6,3.6,30284,290,205,7,3.4,1.3,1112|1191|2908|7408|8743|51735|54477,FOXN3|CLU|NR3C1|VASP|TNFSF10|RAPGEF6|PLEKHA5,-0.68,0
1,-2.4,M1779,M1,1,0,Transcription Factor Targets,16,GCCNNNWTAAR UNKNOWN,,-2.4,4.9,3.9,30284,152,205,5,2.4,1.1,1200|2119|4281|7408|23039,TPP1|ETV5|MID1|VASP|XPO7,-0.67,0
1,-2.4,M29968,M1,1,0,Transcription Factor Targets,16,FOXE1 TARGET GENES,,-2.4,2.4,3.2,30284,728,205,12,5.9,1.6,595|3329|4281|5142|5534|7531|10250|10945|51167|64771|80152|84271,CCND1|HSPD1|MID1|PDE4B|PPP3R1|YWHAE|SRRM1|KDELR1|CYB5R4|ILRUN|CENPT|POLDIP3,-0.65,0
1,-2.4,M30159,M1,1,0,Transcription Factor Targets,16,SIX1 TARGET GENES,,-2.4,3.1,3.5,30284,376,205,8,3.9,1.4,92|1822|2280|5962|8829|10762|80152|124801,ACVR2A|ATN1|FKBP1A|RDX|NRP1|NUP50|CENPT|LSM12,-0.64,0
1,-2.4,M4453,M1,1,0,Transcription Factor Targets,16,MAZR 01,,-2.4,4,3.7,30284,224,205,6,2.9,1.2,2029|2119|5878|7408|10444|11100,ENSA|ETV5|RAB5C|VASP|ZER1|HNRNPUL1,-0.64,0
1,-2.3,M10498,M1,1,0,Transcription Factor Targets,16,TGCGCANK UNKNOWN,,-2.3,2.7,3.3,30284,554,205,10,4.9,1.5,901|5782|7531|9204|10250|23524|57209|90806|124801|151050,CCNG2|PTPN12|YWHAE|ZMYM6|SRRM1|SRRM2|ZNF248|ANGEL2|LSM12|KANSL1L,-0.62,0
1,-2.3,M11587,M1,1,0,Transcription Factor Targets,16,CHX10 01,,-2.3,3.9,3.6,30284,228,205,6,2.9,1.2,493|604|4134|5566|124801|222255,ATP2B4|BCL6|MAP4|PRKACA|LSM12|ATXN7L1,-0.62,0
1,-2.3,M9142,M1,1,0,Transcription Factor Targets,16,ACCTGTTG UNKNOWN,,-2.3,4.6,3.8,30284,160,205,5,2.4,1.1,2908|5878|10444|11100|51735,NR3C1|RAB5C|ZER1|HNRNPUL1|RAPGEF6,-0.62,0
1,-2.3,M30288,M1,1,0,Transcription Factor Targets,16,ZNF257 TARGET GENES,,-2.3,2.6,3.2,30284,559,205,10,4.9,1.5,595|2771|5756|5782|6418|10250|10390|51099|64771|283131,CCND1|GNAI2|TWF1|PTPN12|SET|SRRM1|CEPT1|ABHD5|ILRUN|NEAT1,-0.6,0
1,-2.3,M613,M1,1,0,Transcription Factor Targets,16,TGANNYRGCA TCF11MAFG 01,,-2.3,3.4,3.4,30284,307,205,7,3.4,1.3,604|1025|2710|4134|4641|7408|64748,BCL6|CDK9|GK|MAP4|MYO1C|VASP|PLPPR2,-0.6,0
1,-2.3,M14782,M1,1,0,Transcription Factor Targets,16,VDR Q3,,-2.3,3.8,3.6,30284,232,205,6,2.9,1.2,2029|3727|5754|6781|11100|23039,ENSA|JUND|PTK7|STC1|HNRNPUL1|XPO7,-0.6,0
1,-2.3,M30063,M1,1,0,Transcription Factor Targets,16,MEF2D TARGET GENES,,-2.3,2.5,3.2,30284,654,205,11,5.4,1.6,444|493|3693|5831|6442|11067|23244|23770|25842|51735|53838,ASPH|ATP2B4|ITGB5|PYCR1|SGCA|DEPP1|PDS5A|FKBP8|ASF1A|RAPGEF6|C11orf24,-0.59,0
1,-2.3,M17319,M1,1,0,Transcription Factor Targets,16,SPZ1 01,,-2.3,3.8,3.5,30284,235,205,6,2.9,1.2,92|2771|4641|10250|22839|23039,ACVR2A|GNAI2|MYO1C|SRRM1|DLGAP4|XPO7,-0.58,0
1,-2.3,M6052,M1,1,0,Transcription Factor Targets,16,YCATTAA UNKNOWN,,-2.3,2.6,3.2,30284,567,205,10,4.9,1.5,1112|2051|3764|4139|6442|8729|8829|10970|90993|222255,FOXN3|EPHB6|KCNJ8|MARK1|SGCA|GBF1|NRP1|CKAP4|CREB3L1|ATXN7L1,-0.58,0
1,-2.2,M12520,M1,1,0,Transcription Factor Targets,16,SOX9 B1,,-2.2,3.7,3.5,30284,238,205,6,2.9,1.2,92|2051|2201|5782|6781|7150,ACVR2A|EPHB6|FBN2|PTPN12|STC1|TOP1,-0.56,0
1,-2.2,M4831,M1,1,0,Transcription Factor Targets,16,SP1 01,,-2.2,3.7,3.5,30284,239,205,6,2.9,1.2,604|8729|9260|11100|26145|27236,BCL6|GBF1|PDLIM7|HNRNPUL1|IRF2BP1|ARFIP1,-0.56,0
1,-2.2,M1698,M1,1,0,Transcription Factor Targets,16,ACTWSNACTNY UNKNOWN,,-2.2,5.6,3.9,30284,106,205,4,2,0.97,2771|55192|57333|79443,GNAI2|DNAJC17|RCN3|FYCO1,-0.56,0
1,-2.2,M40700,M1,1,0,Transcription Factor Targets,16,CREB3 TARGET GENES,,-2.2,2.9,3.2,30284,403,205,8,3.9,1.4,444|2908|4926|5566|5831|7408|8935|51167,ASPH|NR3C1|NUMA1|PRKACA|PYCR1|VASP|SKAP2|CYB5R4,-0.53,0
1,-2.2,M40794,M1,1,0,Transcription Factor Targets,16,MED25 TARGET GENES,,-2.2,5.3,3.8,30284,111,205,4,2,0.97,3693|8675|84271|283131,ITGB5|STX16|POLDIP3|NEAT1,-0.51,0
1,-2.2,M40709,M1,1,0,Transcription Factor Targets,16,HBZ TARGET GENES,,-2.2,2.3,3,30284,778,205,12,5.9,1.6,355|1191|2280|3703|8829|9578|51322|51454|51573|51735|79895|222255,FAS|CLU|FKBP1A|STT3A|NRP1|CDC42BPB|WAC|GULP1|GDE1|RAPGEF6|ATP8B4|ATXN7L1,-0.51,0
