_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-5.3,M40313,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL THYMUS STROMAL CELLS,,-5.3,8.6,7.4,30284,137,205,8,3.9,1.4,718|1289|2201|10970|57333|60681|90993|126393,C3|COL5A1|FBN2|CKAP4|RCN3|FKBP10|CREB3L1|HSPB6,-2.5,0
1,-5.3,M41743,M1,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE ENDOTHELIAL CELLS,,-5.3,8.6,7.4,30284,137,205,8,3.9,1.4,1112|2280|2771|3429|5962|8743|8829|283131,FOXN3|FKBP1A|GNAI2|IFI27|RDX|TNFSF10|NRP1|NEAT1,-2.5,0
1,-5.3,M41750,M1,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE FBN1 FAP CELLS,,-5.3,5.6,6.5,30284,289,205,11,5.4,1.6,718|1191|1627|3693|3727|4811|5740|7791|9590|79901|83442,C3|CLU|DBN1|ITGB5|JUND|NID1|PTGIS|ZYX|AKAP12|CYBRD1|SH3BGRL3,-2.5,0
1,-5.3,M39152,M1,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE 24W C1 DCLK1POS PROGENITOR,,-5.3,10,7.8,30284,99,205,7,3.4,1.3,718|1289|2537|6347|9510|57333|79901,C3|COL5A1|IFI6|CCL2|ADAMTS1|RCN3|CYBRD1,-2.5,0
1,-5.2,M41675,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ADVENTITIAL FIBROBLAST CELL,,-5.2,5.5,6.4,30284,296,205,11,5.4,1.6,316|718|3727|5740|6347|6611|8572|8829|9590|57333|79901,AOX1|C3|JUND|PTGIS|CCL2|SMS|PDLIM4|NRP1|AKAP12|RCN3|CYBRD1,-2.5,0
1,-5.2,M41720,M1,1,0,Cell Type Signatures,7,FAN OVARY CL18 B LYMPHOCYTE,,-5.2,4.6,6.1,30284,422,205,13,6.3,1.7,396|2029|2908|3329|5878|7150|8125|9878|10892|25842|53827|63940|83442,ARHGDIA|ENSA|NR3C1|HSPD1|RAB5C|TOP1|ANP32A|TOX4|MALT1|ASF1A|FXYD5|GPSM3|SH3BGRL3,-2.4,0
1,-4.8,M40010,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC ISTHMUS CELLS,,-4.8,4.2,5.7,30284,458,205,13,6.3,1.7,396|595|2029|3329|4651|5831|7150|7408|10250|10945|10970|64065|90993,ARHGDIA|CCND1|ENSA|HSPD1|MYO10|PYCR1|TOP1|VASP|SRRM1|KDELR1|CKAP4|PERP|CREB3L1,-2.2,0
1,-4.8,M40005,M1,1,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL DENDRITIC CELLS,,-4.8,6.2,6.3,30284,214,205,9,4.4,1.4,2771|3727|5878|7408|7791|9262|51816|53827|83442,GNAI2|JUND|RAB5C|VASP|ZYX|STK17B|ADA2|FXYD5|SH3BGRL3,-2.2,0
1,-4.6,M40013,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC MATURE PIT CELLS,,-4.6,5.9,6.1,30284,224,205,9,4.4,1.4,595|2537|3429|7408|8780|83442|90993|219699|283131,CCND1|IFI6|IFI27|VASP|RIOK3|SH3BGRL3|CREB3L1|UNC5B|NEAT1,-2.1,0
1,-4.6,M41667,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG CAPILLARY INTERMEDIATE 2 CELL,,-4.6,4.3,5.6,30284,408,205,12,5.9,1.6,595|1112|2029|2280|2537|3429|4134|6418|7531|8125|23770|83442,CCND1|FOXN3|ENSA|FKBP1A|IFI6|IFI27|MAP4|SET|YWHAE|ANP32A|FKBP8|SH3BGRL3,-2.1,0
1,-4.5,M39223,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C4 PROXIMAL TUBULE EPITHELIAL CELLS S2,,-4.5,6.7,6.3,30284,176,205,8,3.9,1.4,5334|8829|9590|51454|54463|54477|151050|283131,PLCL1|NRP1|AKAP12|GULP1|RETREG1|PLEKHA5|KANSL1L|NEAT1,-2,0
1,-4.4,M41698,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG TREM2 DENDRITIC CELL,,-4.4,3.6,5.2,30284,572,205,14,6.8,1.8,1200|2537|2710|2771|3429|5878|5962|6611|6643|9260|29780|51816|83442|283131,TPP1|IFI6|GK|GNAI2|IFI27|RAB5C|RDX|SMS|SNX2|PDLIM7|PARVB|ADA2|SH3BGRL3|NEAT1,-1.9,0
1,-4.4,M39176,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS ENDOTHELIAL CELL,,-4.4,4.5,5.5,30284,362,205,11,5.4,1.6,595|2280|3429|4811|5154|5782|5962|6781|8829|8935|219699,CCND1|FKBP1A|IFI27|NID1|PDGFA|PTPN12|RDX|STC1|NRP1|SKAP2|UNC5B,-1.9,0
1,-4.4,M41708,M1,1,0,Cell Type Signatures,7,FAN OVARY CL6 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 2,,-4.4,4.9,5.6,30284,300,205,10,4.9,1.5,128|2537|6856|9510|9590|10945|11067|23770|60681|79901,ADH5|IFI6|SYPL1|ADAMTS1|AKAP12|KDELR1|DEPP1|FKBP8|FKBP10|CYBRD1,-1.9,0
1,-4.4,M39167,M1,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE ADULT CJ IMMUNE CELLS,,-4.4,3.8,5.2,30284,505,205,13,6.3,1.7,1289|3764|4811|6347|6781|8572|8829|9260|9510|30846|51454|60681|79901,COL5A1|KCNJ8|NID1|CCL2|STC1|PDLIM4|NRP1|PDLIM7|ADAMTS1|EHD2|GULP1|FKBP10|CYBRD1,-1.9,0
1,-4.3,M39022,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS MICROGLIA,,-4.3,4.4,5.4,30284,371,205,11,5.4,1.6,595|718|1200|4671|7099|8935|25840|26578|63940|79895|283131,CCND1|C3|TPP1|NAIP|TLR4|SKAP2|TMT1A|OSTF1|GPSM3|ATP8B4|NEAT1,-1.8,0
1,-4.3,M39039,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 1,,-4.3,4,5.3,30284,440,205,12,5.9,1.6,1362|2280|2537|3429|4651|4811|5142|6525|10892|11135|53827|219699,CPD|FKBP1A|IFI6|IFI27|MYO10|NID1|PDE4B|SMTN|MALT1|CDC42EP1|FXYD5|UNC5B,-1.8,0
1,-4.3,M39321,M1,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART VASCULAR ENDOTHELIAL CELL,,-4.3,6.1,5.9,30284,193,205,8,3.9,1.4,1191|1289|2537|3429|5142|9510|11067|53827,CLU|COL5A1|IFI6|IFI27|PDE4B|ADAMTS1|DEPP1|FXYD5,-1.8,0
1,-4.2,M41709,M1,1,0,Cell Type Signatures,7,FAN OVARY CL7 ANGEIOGENIC ENDOTHELIAL CELL,,-4.2,5.3,5.6,30284,251,205,9,4.4,1.4,1191|2280|2537|3429|5962|6856|8743|11067|53827,CLU|FKBP1A|IFI6|IFI27|RDX|SYPL1|TNFSF10|DEPP1|FXYD5,-1.8,0
1,-4.2,M39259,M1,1,0,Cell Type Signatures,7,MENON FETAL KIDNEY 9 ENDOTHELIAL CELLS,,-4.2,8.7,6.4,30284,102,205,6,2.9,1.2,595|2280|2771|5962|8829|283131,CCND1|FKBP1A|GNAI2|RDX|NRP1|NEAT1,-1.7,0
1,-4.2,M41691,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG PLATELET MEGAKARYOCYTE CELL,,-4.2,3.4,5,30284,604,205,14,6.8,1.8,1191|2280|3693|5154|5534|7791|8572|8780|9260|10204|23770|29780|80152|83442,CLU|FKBP1A|ITGB5|PDGFA|PPP3R1|ZYX|PDLIM4|RIOK3|PDLIM7|NUTF2|FKBP8|PARVB|CENPT|SH3BGRL3,-1.7,0
1,-4.1,M41659,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 1 CELL,,-4.1,4.2,5.2,30284,391,205,11,5.4,1.6,355|493|4641|5154|5962|7855|9780|30846|51141|79901|283131,FAS|ATP2B4|MYO1C|PDGFA|RDX|FZD5|PIEZO1|EHD2|INSIG2|CYBRD1|NEAT1,-1.7,0
1,-4,M41699,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG CLASSICAL MONOCYTE CELL,,-4,4.9,5.3,30284,270,205,9,4.4,1.4,1200|1955|7099|8743|8935|9262|25840|81609|283131,TPP1|MEGF9|TLR4|TNFSF10|SKAP2|STK17B|TMT1A|SNX27|NEAT1,-1.6,0
1,-3.9,M40158,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL CEREBELLUM VASCULAR ENDOTHELIAL CELLS,,-3.9,3.3,4.8,30284,632,205,14,6.8,1.8,2280|2537|3429|3764|4641|4651|4811|6525|7004|10060|11067|11135|30846|219699,FKBP1A|IFI6|IFI27|KCNJ8|MYO1C|MYO10|NID1|SMTN|TEAD4|ABCC9|DEPP1|CDC42EP1|EHD2|UNC5B,-1.6,0
1,-3.8,M41747,M1,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE PCV ENDOTHELIAL CELLS,,-3.8,5.3,5.3,30284,225,205,8,3.9,1.4,1191|2280|2771|3329|6418|7531|53827|64065,CLU|FKBP1A|GNAI2|HSPD1|SET|YWHAE|FXYD5|PERP,-1.5,0
1,-3.7,M39131,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C32 MVECS 3,,-3.7,7.1,5.6,30284,125,205,6,2.9,1.2,2280|3429|5740|7099|8743|9590,FKBP1A|IFI27|PTGIS|TLR4|TNFSF10|AKAP12,-1.4,0
1,-3.7,M41656,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG MUCOUS CELL,,-3.7,7.1,5.6,30284,125,205,6,2.9,1.2,629|718|1191|1362|6347|8743,CFB|C3|CLU|CPD|CCL2|TNFSF10,-1.4,0
1,-3.5,M39266,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA MICROGLIA,,-3.5,3.9,4.7,30284,382,205,10,4.9,1.5,718|2771|7099|7791|8935|25840|26578|63940|79895|283131,C3|GNAI2|TLR4|ZYX|SKAP2|TMT1A|OSTF1|GPSM3|ATP8B4|NEAT1,-1.3,0
1,-3.5,M39108,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C4 EPCAM POS BILE DUCT CELLS 1,,-3.5,5.4,5.1,30284,191,205,7,3.4,1.3,718|1191|1362|3693|4651|11135|64065,C3|CLU|CPD|ITGB5|MYO10|CDC42EP1|PERP,-1.3,0
1,-3.4,M39122,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C21 STELLATE CELLS 1,,-3.4,5.3,5,30284,194,205,7,3.4,1.3,1289|1822|3693|6347|9510|11067|79901,COL5A1|ATN1|ITGB5|CCL2|ADAMTS1|DEPP1|CYBRD1,-1.3,0
1,-3.2,M41690,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-3.2,3.2,4.2,30284,502,205,11,5.4,1.6,1191|2029|3727|6347|6856|7531|8743|9262|10955|53827|81550,CLU|ENSA|JUND|CCL2|SYPL1|YWHAE|TNFSF10|STK17B|SERINC3|FXYD5|TDRD3,-1.1,0
1,-3,M39115,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C11 HEPATOCYTES 1,,-3,4,4.2,30284,298,205,8,3.9,1.4,18|316|629|718|1191|3990|25840|54463,ABAT|AOX1|CFB|C3|CLU|LIPC|TMT1A|RETREG1,-0.99,0
1,-2.9,M41715,M1,1,0,Cell Type Signatures,7,FAN OVARY CL13 MONOCYTE MACROPHAGE,,-2.9,3.2,4,30284,458,205,10,4.9,1.5,396|1200|2771|5878|7408|26578|53827|63940|83442|283131,ARHGDIA|TPP1|GNAI2|RAB5C|VASP|OSTF1|FXYD5|GPSM3|SH3BGRL3|NEAT1,-0.96,0
1,-2.9,M39300,M1,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART C3 FIBROBLAST LIKE CELL,,-2.9,6.3,4.8,30284,117,205,5,2.4,1.1,1289|4811|9590|57333|79901,COL5A1|NID1|AKAP12|RCN3|CYBRD1,-0.95,0
1,-2.9,M40135,M1,1,0,Cell Type Signatures,7,DESCARTES MAIN FETAL IGFBP1 DKK1 POSITIVE CELLS,,-2.9,5,4.4,30284,178,205,6,2.9,1.2,316|493|9510|11067|79804|126393,AOX1|ATP2B4|ADAMTS1|DEPP1|HAND2-AS1|HSPB6,-0.92,0
1,-2.8,M39135,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,,-2.8,4.8,4.3,30284,184,205,6,2.9,1.2,4134|4641|6347|7531|7791|11135,MAP4|MYO1C|CCL2|YWHAE|ZYX|CDC42EP1,-0.88,0
1,-2.8,M39170,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS DELTA CELL,,-2.8,4.1,4.1,30284,250,205,7,3.4,1.3,3764|8572|9077|9590|10060|29780|219699,KCNJ8|PDLIM4|DIRAS3|AKAP12|ABCC9|PARVB|UNC5B,-0.88,0
1,-2.8,M41679,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG MESOTHELIAL CELL,,-2.8,2.7,3.7,30284,649,205,12,5.9,1.6,629|718|2051|2280|3329|3429|5740|6418|8572|10381|53827|83442,CFB|C3|EPHB6|FKBP1A|HSPD1|IFI27|PTGIS|SET|PDLIM4|TUBB3|FXYD5|SH3BGRL3,-0.88,0
1,-2.8,M39132,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C33 STELLATE CELLS 2,,-2.8,5.9,4.5,30284,126,205,5,2.4,1.1,1289|1822|4811|9510|64943,COL5A1|ATN1|NID1|ADAMTS1|NT5DC2,-0.88,0
1,-2.8,M39074,M1,1,0,Cell Type Signatures,7,ZHONG PFC MAJOR TYPES ASTROCYTES,,-2.8,3.6,3.9,30284,325,205,8,3.9,1.4,18|1191|2119|4651|6856|11135|25840|51454,ABAT|CLU|ETV5|MYO10|SYPL1|CDC42EP1|TMT1A|GULP1,-0.87,0
1,-2.7,M39168,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS ALPHA CELL,,-2.7,2.9,3.7,30284,568,205,11,5.4,1.6,204|444|1191|2537|4651|8675|8895|8971|10945|11067|51816,AK2|ASPH|CLU|IFI6|MYO10|STX16|CPNE3|H1-10|KDELR1|DEPP1|ADA2,-0.87,0
1,-2.7,M40008,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC NECK CELLS,,-2.7,12,5.6,30284,36,205,3,1.5,0.84,1191|2119|90993,CLU|ETV5|CREB3L1,-0.86,0
1,-2.7,M40310,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL STOMACH MESOTHELIAL CELLS,,-2.7,12,5.6,30284,36,205,3,1.5,0.84,316|629|718,AOX1|CFB|C3,-0.86,0
1,-2.7,M39277,M1,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM PERICYTES,,-2.7,7.5,4.8,30284,79,205,4,2,0.97,1191|3429|5962|53827,CLU|IFI27|RDX|FXYD5,-0.84,0
1,-2.7,M39303,M1,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART C6 EPICARDIAL CELL,,-2.7,4.5,4.1,30284,195,205,6,2.9,1.2,316|629|718|2051|5740|79901,AOX1|CFB|C3|EPHB6|PTGIS|CYBRD1,-0.82,0
1,-2.6,M39224,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C5 PROXIMAL TUBULE EPITHELIAL CELLS STRESS INFLAM,,-2.6,3.2,3.7,30284,417,205,9,4.4,1.4,18|8829|8943|23524|25840|29855|51593|54477|222255,ABAT|NRP1|AP3D1|SRRM2|TMT1A|UBN1|SRRT|PLEKHA5|ATXN7L1,-0.82,0
1,-2.6,M41660,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 2 CELL,,-2.6,5.4,4.3,30284,136,205,5,2.4,1.1,718|2119|3764|6781|11135,C3|ETV5|KCNJ8|STC1|CDC42EP1,-0.81,0
1,-2.6,M41669,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG BRONCHIAL VESSEL 2 CELL,,-2.6,3.8,3.8,30284,272,205,7,3.4,1.3,2537|5962|6654|7408|7791|9510|11135,IFI6|RDX|SOS1|VASP|ZYX|ADAMTS1|CDC42EP1,-0.78,0
1,-2.6,M39322,M1,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART VALVAR ENDOTHELIAL CELL,,-2.6,5.2,4.2,30284,141,205,5,2.4,1.1,3429|5179|6781|9510|283131,IFI27|PENK|STC1|ADAMTS1|NEAT1,-0.76,0
1,-2.5,M39267,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA MULLER,,-2.5,11,5.1,30284,42,205,3,1.5,0.84,595|1191|4651,CCND1|CLU|MYO10,-0.76,0
1,-2.5,M39302,M1,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART C5 VALVAR CELL,,-2.5,4.3,3.9,30284,208,205,6,2.9,1.2,1191|2537|3429|5179|9510|10381,CLU|IFI6|IFI27|PENK|ADAMTS1|TUBB3,-0.74,0
