_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.222771453246059,GO:0019722,M1,1,0,GO Biological Processes,19,calcium-mediated signaling,19_GO:0050896 response to stimulus,-2.222771453246059,4.370616250541204,3.627487384954609,30284,169,205,5,2.4390243902439024,1.0773807421936248,444|2280|3764|5534|5566,ASPH|FKBP1A|KCNJ8|PPP3R1|PRKACA,-0.48041454585520094,0,3,0,0,-6.789208609038716,15.827874564459929,
1,-5.935305290785189,GO:0030029,M1,1,0,GO Biological Processes,19,actin filament-based process,19_GO:0009987 cellular process,-5.935305290785189,4.076876781754831,6.369436429553682,30284,616,205,17,8.292682926829269,1.9260723368099124,604|825|1627|3693|3764|4641|5154|5754|5756|7408|7791|8572|9260|9578|10060|29780|30846,BCL6|CAPN3|DBN1|ITGB5|KCNJ8|MYO1C|PDGFA|PTK7|TWF1|VASP|ZYX|PDLIM4|PDLIM7|CDC42BPB|ABCC9|PARVB|EHD2,-2.43707352772184,0,4,1,1,-5.935305290785189,9.848455284552845,
1,-5.35393220561408,GO:0097435,M1,1,0,GO Biological Processes,19,supramolecular fiber organization,19_GO:0009987 cellular process,-5.35393220561408,3.8875481386392807,5.937765247060547,30284,608,205,16,7.804878048780488,1.8735276281060416,825|1289|1627|2280|2801|3693|4017|4134|4641|4926|5756|7408|7791|8737|10426|60681,CAPN3|COL5A1|DBN1|FKBP1A|GOLGA2|ITGB5|LOXL2|MAP4|MYO1C|NUMA1|TWF1|VASP|ZYX|RIPK1|TUBGCP3|FKBP10,-2.2066841035974036,0,4,0,0,-5.935305290785189,9.848455284552845,
1,-5.273874707287307,GO:0030036,M1,1,0,GO Biological Processes,19,actin cytoskeleton organization,19_GO:0009987 cellular process,-5.273874707287307,4.058429375502547,5.953653853363924,30284,546,205,15,7.317073170731708,1.8188280296393073,604|825|1627|3693|4641|5154|5754|5756|7408|7791|8572|9260|9578|29780|30846,BCL6|CAPN3|DBN1|ITGB5|MYO1C|PDGFA|PTK7|TWF1|VASP|ZYX|PDLIM4|PDLIM7|CDC42BPB|PARVB|EHD2,-2.182668582068178,0,4,0,0,-5.935305290785189,9.848455284552845,
1,-3.3630299765690004,WP306,M1,1,0,WikiPathways,27,Focal adhesion,,-3.3630299765690004,5.196421130040447,4.903151103624365,30284,199,205,7,3.4146341463414633,1.26838420024,595|3693|5154|6654|7408|7791|29780,CCND1|ITGB5|PDGFA|SOS1|VASP|ZYX|PARVB,-1.1096052849307918,0,4,0,0,-5.935305290785189,9.848455284552845,
1,-3.3114345848576883,hsa04510,M1,1,0,KEGG Pathway,24,Focal adhesion,,-3.3114345848576883,5.0940285954583695,4.831671927302185,30284,203,205,7,3.4146341463414633,1.26838420024,595|3693|5154|6654|7408|7791|29780,CCND1|ITGB5|PDGFA|SOS1|VASP|ZYX|PARVB,-1.0989494682568415,0,4,0,0,-5.935305290785189,9.848455284552845,
1,-3.1788894003817187,WP185,M1,1,0,WikiPathways,27,Integrin mediated cell adhesion,,-3.1788894003817187,7.241511238641798,5.212673426885185,30284,102,205,5,2.4390243902439024,1.0773807421936248,825|3693|6654|7408|7791,CAPN3|ITGB5|SOS1|VASP|ZYX,-1.020251028121711,0,4,0,0,-5.935305290785189,9.848455284552845,
1,-2.4536312013280934,M71,M1,1,0,Canonical Pathways,11,PID ILK PATHWAY,,-2.4536312013280934,9.848455284552845,4.903821877993579,30284,45,205,3,1.4634146341463414,0.8386978322207049,595|7791|29780,CCND1|ZYX|PARVB,-0.6086119520400873,0,4,0,0,-5.935305290785189,9.848455284552845,
1,-2.071031363444348,GO:0031589,M1,1,0,GO Biological Processes,19,cell-substrate adhesion,19_GO:0009987 cellular process,-2.071031363444348,4.014316012725344,3.3857830484617546,30284,184,205,5,2.4390243902439024,1.0773807421936248,604|3693|4811|7791|29780,BCL6|ITGB5|NID1|ZYX|PARVB,-0.38571295702385394,0,4,0,0,-5.935305290785189,9.848455284552845,
1,-2.004337074263031,GO:0031032,M1,1,0,GO Biological Processes,19,actomyosin structure organization,19_GO:0009987 cellular process,-2.004337074263031,4.804124529050168,3.4900294733547086,30284,123,205,4,1.951219512195122,0.9660447235891035,825|3693|7791|9578,CAPN3|ITGB5|ZYX|CDC42BPB,-0.34405430942427384,0,4,0,0,-5.935305290785189,9.848455284552845,
1,-5.8292793665514315,GO:0043523,M1,1,0,GO Biological Processes,19,regulation of neuron apoptotic process,19_GO:0050789 regulation of biological process,-5.8292793665514315,6.372529890004783,7.112514709336285,30284,255,205,11,5.365853658536586,1.57386115290658,595|1191|2908|4671|5831|6347|6418|8737|8829|54463|219699,CCND1|CLU|NR3C1|NAIP|PYCR1|CCL2|SET|RIPK1|NRP1|RETREG1|UNC5B,-2.3890395504657684,0,5,1,1,-5.8292793665514315,7.775096277278563,
1,-5.5677966293725065,GO:0043524,M1,1,0,GO Biological Processes,19,negative regulation of neuron apoptotic process,19_GO:0048519 negative regulation of biological process,-5.5677966293725065,7.775096277278563,7.334680424836524,30284,171,205,9,4.390243902439025,1.4309303620645017,595|1191|4671|5831|6347|6418|8829|54463|219699,CCND1|CLU|NAIP|PYCR1|CCL2|SET|NRP1|RETREG1|UNC5B,-2.3036480723425248,0,5,0,0,-5.8292793665514315,7.775096277278563,
1,-5.663658231429892,GO:0008283,M1,1,0,GO Biological Processes,19,cell population proliferation,19_GO:0009987 cellular process,-5.663658231429892,3.7034581153610984,6.052436800499806,30284,718,205,18,8.78048780487805,1.9766340130243747,92|444|595|604|1025|1191|1627|2771|3329|3764|4017|5154|5179|6781|7099|10060|10612|10892,ACVR2A|ASPH|CCND1|BCL6|CDK9|CLU|DBN1|GNAI2|HSPD1|KCNJ8|LOXL2|PDGFA|PENK|STC1|TLR4|ABCC9|TRIM3|MALT1,-2.3036480723425248,0,6,1,1,-5.663658231429892,13.42971175166297,
1,-3.196687082054231,GO:0070482,M1,1,0,GO Biological Processes,19,response to oxygen levels,19_GO:0050896 response to stimulus,-3.196687082054231,3.831531594854854,4.3795218014486235,30284,347,205,9,4.390243902439025,1.4309303620645017,18|355|3764|4017|5179|5740|6781|10060|51167,ABAT|FAS|KCNJ8|LOXL2|PENK|PTGIS|STC1|ABCC9|CYB5R4,-1.0338421287588966,0,6,0,0,-5.663658231429892,13.42971175166297,
1,-2.842893843248357,GO:0033198,M1,1,0,GO Biological Processes,19,response to ATP,19_GO:0050896 response to stimulus,-2.842893843248357,13.42971175166297,5.897838029030545,30284,33,205,3,1.4634146341463414,0.8386978322207049,444|3764|10060,ASPH|KCNJ8|ABCC9,-0.8224082837934743,0,6,0,0,-5.663658231429892,13.42971175166297,
1,-2.637374278455141,GO:0046683,M1,1,0,GO Biological Processes,19,response to organophosphorus,19_GO:0050896 response to stimulus,-2.637374278455141,5.471364046973803,4.298482280132714,30284,135,205,5,2.4390243902439024,1.0773807421936248,444|3764|5179|6781|10060,ASPH|KCNJ8|PENK|STC1|ABCC9,-0.7090178233483524,0,6,0,0,-5.663658231429892,13.42971175166297,
1,-2.440546285874358,GO:0014074,M1,1,0,GO Biological Processes,19,response to purine-containing compound,19_GO:0050896 response to stimulus,-2.440546285874358,4.924227642276422,3.9775542538487803,30284,150,205,5,2.4390243902439024,1.0773807421936248,444|3764|5179|6781|10060,ASPH|KCNJ8|PENK|STC1|ABCC9,-0.6013237072911428,0,6,0,0,-5.663658231429892,13.42971175166297,
1,-2.3079336410680753,GO:0001666,M1,1,0,GO Biological Processes,19,response to hypoxia,19_GO:0050896 response to stimulus,-2.3079336410680753,3.3904518192722914,3.4639054194047687,30284,305,205,7,3.4146341463414633,1.26838420024,18|3764|4017|5179|5740|6781|10060,ABAT|KCNJ8|LOXL2|PENK|PTGIS|STC1|ABCC9,-0.532426463052511,0,6,0,0,-5.663658231429892,13.42971175166297,
1,-2.2042101810073382,GO:0036293,M1,1,0,GO Biological Processes,19,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-2.2042101810073382,3.241654560746235,3.3227798721423047,30284,319,205,7,3.4146341463414633,1.26838420024,18|3764|4017|5179|5740|6781|10060,ABAT|KCNJ8|LOXL2|PENK|PTGIS|STC1|ABCC9,-0.46726174304033674,0,6,0,0,-5.663658231429892,13.42971175166297,
1,-5.580814667421568,GO:0071871,M1,1,0,GO Biological Processes,19,response to epinephrine,19_GO:0050896 response to stimulus,-5.580814667421568,39.39382113821138,12.278706321197586,30284,15,205,4,1.951219512195122,0.9660447235891035,493|5142|5179|5566,ATP2B4|PDE4B|PENK|PRKACA,-2.3036480723425248,0,7,1,1,-5.580814667421568,88.6360975609756,
1,-5.5190725255617,GO:0071878,M1,1,0,GO Biological Processes,19,negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-5.5190725255617,88.6360975609756,16.178637724576046,30284,5,205,3,1.4634146341463414,0.8386978322207049,493|2771|5142,ATP2B4|GNAI2|PDE4B,-2.2896860747909304,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-4.191874183263934,GO:0071872,M1,1,0,GO Biological Processes,19,cellular response to epinephrine stimulus,19_GO:0050896 response to stimulus,-4.191874183263934,36.93170731707317,10.277621061126943,30284,12,205,3,1.4634146341463414,0.8386978322207049,493|5142|5566,ATP2B4|PDE4B|PRKACA,-1.529785617561915,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-3.8827999764066217,GO:0106072,M1,1,0,GO Biological Processes,19,negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-3.8827999764066217,29.545365853658534,9.129077381656606,30284,15,205,3,1.4634146341463414,0.8386978322207049,493|2771|5142,ATP2B4|GNAI2|PDE4B,-1.3545714012090468,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-3.494750335671846,R-HSA-180024,M1,1,0,Reactome Gene Sets,6,DARPP-32 events,,-3.494750335671846,22.1590243902439,7.814337327645087,30284,20,205,3,1.4634146341463414,0.8386978322207049,5142|5534|5566,PDE4B|PPP3R1|PRKACA,-1.1579506806193625,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-3.4299702454259244,GO:0106070,M1,1,0,GO Biological Processes,19,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-3.4299702454259244,21.103832752613236,7.608117356099208,30284,21,205,3,1.4634146341463414,0.8386978322207049,493|2771|5142,ATP2B4|GNAI2|PDE4B,-1.1397188858317375,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-2.463010215237227,WP35,M1,1,0,WikiPathways,27,G protein signaling,,-2.463010215237227,6.493487000804073,4.332717225888769,30284,91,205,4,1.951219512195122,0.9660447235891035,2771|5142|5566|9590,GNAI2|PDE4B|PRKACA|AKAP12,-0.611042105993893,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-2.3999942857247296,R-HSA-5578775,M1,1,0,Reactome Gene Sets,6,Ion homeostasis,,-2.3999942857247296,9.42937208095485,4.774407519090907,30284,47,205,3,1.4634146341463414,0.8386978322207049,493|5566|10060,ATP2B4|PRKACA|ABCC9,-0.579108716153443,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-2.288186580403335,GO:0008277,M1,1,0,GO Biological Processes,19,regulation of G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.288186580403335,4.531497830315726,3.732181320199179,30284,163,205,5,2.4390243902439024,1.0773807421936248,493|718|2771|5142|23032,ATP2B4|C3|GNAI2|PDE4B|USP33,-0.5223485771629537,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-2.1034959934663187,GO:0045744,M1,1,0,GO Biological Processes,19,negative regulation of G protein-coupled receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-2.1034959934663187,7.386341463414634,4.08786431724816,30284,60,205,3,1.4634146341463414,0.8386978322207049,493|2771|5142,ATP2B4|GNAI2|PDE4B,-0.40656991661178166,0,7,0,0,-5.580814667421568,88.6360975609756,
1,-5.369208085478368,GO:0001775,M1,1,0,GO Biological Processes,19,cell activation,19_GO:0032501 multicellular organismal process,-5.369208085478368,3.5266351814711787,5.8001759802175314,30284,754,205,18,8.78048780487805,1.9766340130243747,604|718|1191|2280|3329|3764|5154|6654|7099|7528|7855|8729|8935|9590|10892|10945|64421|81609,BCL6|C3|CLU|FKBP1A|HSPD1|KCNJ8|PDGFA|SOS1|TLR4|YY1|FZD5|GBF1|SKAP2|AKAP12|MALT1|KDELR1|DCLRE1C|SNX27,-2.2066841035974036,0,8,1,1,-5.369208085478368,13.742030629608621,
